movieId,tmdbId,title
81989,95043,"Devil, The (Diabel) (1972)"
81991,113882,Islander (2006)
81993,48871,Red: Werewolf Hunter (2010)
82003,93669,"Rendez-vous d'Anna, Les (Meetings of Anna, The) (1978)"
82005,47088,"Extra Man, The (2010)"
82007,147622,Ingeborg Holm (1913)
82009,35458,Crazy on the Outside (2010)
82011,50990,Bad Family (Paha Perhe) (2010)
82013,111396,Adrift (Choi Voi) (2009)
82015,36373,M (1951)
82017,99080,"Viking, The (1928)"
82022,49787,"Reef, The (2010)"
82026,253074,Mendy: A Question of Faith (2003)
82030,64782,"Lesson in Love, A (En lektion i kärlek) (1954)"
82032,96118,All These Women (För att inte tala om alla dessa kvinnor) (1964)
82035,26769,Cocaine Cowboys II: Hustlin' With the Godmother (2008)
82037,43924,"Tillman Story, The (2010)"
82041,46420,"Loved Ones, The (2009)"
82043,36615,Little Red Flowers (Kan shang qu hen mei) (2006)
82045,83817,Madam Satan (1930)
82047,51885,"Sun Also Rises, The (Tai yang zhao chang sheng qi) (2007)"
82049,54523,"Hitch Hike (Autostop rosso sangue) (Naked Prey, The) (1977)"
82051,73420,Dishonored (1931)
82053,45324,Casino Jack (2010)
82055,120835,"Devil to Pay!, The (1930)"
82059,33996,Farewell (L'affaire Farewell) (2009)
82061,15702,To Paint or Make Love (Peindre ou faire l'amour) (2005)
82063,15436,Let it Rain (Parlez-moi de la pluie) (2008)
82066,39358,London River (2009)
82068,6320,Police (1985)
82070,28699,Underworld U.S.A. (1961)
82088,47979,Vincent Wants to Sea (Vincent will meer) (2010)
82093,48838,London Boulevard (2010)
82095,42684,Skyline (2010)
82097,34764,Karthik Calling Karthik (2010)
82102,37234,Sex & Drugs & Rock & Roll (2010)
82106,42483,Last of the Red Hot Lovers (1972)
82108,42561,Against the Current (2009)
82110,42046,October Country (2009)
82115,52320,Home for Christmas (Hjem til jul) (2010)
82119,36405,The Reverse (2009)
82121,35123,"Verdict, The (1946)"
82123,37083,Pay or Die (1960)
82129,51618,"Passionate Friends, The (a.k.a. One Woman's Story) (1949)"
82131,61370,Men in War (1957)
82139,22135,Not Forgotten (2009)
82141,53654,"Brotherhood, The (1968)"
82143,14463,Alone in the Wilderness (2004)
82150,35395,Bunny and the Bull (2009)
82152,38117,Beastly (2011)
82154,37690,Get Educated: Paathshaala (2010)
82157,24837,August Mordum's Underground (2003)
82167,43347,Love and Other Drugs (2010)
82169,10140,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)"
82173,47607,Tiny Furniture (2010)
82175,80435,Lovers of Hate (2010)
82179,38340,"High Wind in Jamaica, A (1965)"
82182,121238,If I Had a Million (1932)
82184,59828,Killer McCoy (1947)
82186,28155,It's Alive 2: It Lives Again (1978)
82188,26663,"Man I Love, The (1947)"
82194,86608,Track of the Cat (1954)
82196,80572,Intruder in the Dust (1949)
82202,37710,"Tourist, The (2010)"
82209,48946,Chatroom (2010)
82227,45136,"Man Called Peter, A (1955)"
82235,130424,"Story of Three Loves, The (1953)"
82240,44028,Suck (2009)
82242,48395,Rare Exports: A Christmas Tale (Rare Exports) (2010)
82244,44982,13 (2010)
82246,60440,"Human Experience, The (2008)"
82261,57000,Breaking the Maya Code (2008)
82269,65041,Triple Agent (2004)
82271,39968,Western (1997)
82274,32234,Doppelganger (Dopperugengâ) (2003)
82276,12823,Days and Clouds (Giorni e nuvole) (2007)
82280,63290,Workingman's Death (2005)
82283,71395,Secret Ceremony (1968)
82298,43114,Buchanan Rides Alone (1958)
82300,59917,Cotton Comes to Harlem (1970)
82302,56693,Dillinger Is Dead (Dillinger è morto) (1969)
82304,40882,"Mirror, The (Ayneh) (1997)"
82306,85876,"Student Prince in Old Heidelberg, The (1927)"
82308,62789,Illustrious Corpses (Cadaveri eccellenti) (1976)
82311,31988,Hands Across the Table (1935)
82313,34667,Nightfall (1957)
82315,5562,"Beau Serge, Le (1958)"
82320,41187,Fate (Yazgi) (2001)
82322,43614,"Father of My Children, The (Le père de mes enfants) (2009)"
82324,44160,Bal (Honey) (2010)
82326,99738,Seven Invisible Men (Septyni nematomi zmones) (2005)
82328,95453,One Fine Spring Day (Bomnaleun ganda) (2001)
82330,46773,"Blossoming of Maximo Oliveros, The (Ang pagdadalaga ni Maximo Oliveros) (2005)"
82332,70800,"Outlaw and His Wife, The (a.k.a. You and I) (Berg-Ejvind och hans hustru) (1918)"
82335,60234,"Silent World, The (Le monde du silence) (1956)"
82337,49296,Four Heads Are Better Than One (Un homme de tête) (1898)
82353,1906,Solo Sunny (1980)
82356,36738,Boy Interrupted (2008)
82358,195833,Caribe (2004)
82360,49901,Rammbock (2010)
82362,195311,"Pyramid of Triboulet, The (La pyramide de Triboulet) (1899)"
82364,56142,Conversation Piece (Gruppo di famiglia in un interno) (1974)
82366,43919,Hatchet II (2010)
82368,84108,Alabama's Ghost (1973)
82370,80701,"Master and Margaret, The (Il maestro e Margherita) (1972)"
82378,46503,All Good Things (2010)
82380,48833,Night Catches Us (2010)
82382,40664,"Interrogation, The (Kuulustelu) (2009)"
82384,150838,Hôtel des Invalides (1952)
82386,234942,Shades of Fern (Stín kapradiny) (1984)
82388,118533,"Sergeant, The (1968)"
82390,44441,Different from the Others (Anders als die Andern) (1919)
82393,43973,Stray Dogs (Sag-haye velgard) (2004)
82395,50241,Saving Shiloh (2006)
82397,57489,"Last Summer of La Boyita, The (El último verano de la Boyita) (2009)"
82420,37514,Pray the Devil Back to Hell (2008)
82438,49322,Tali-Ihantala 1944 (2007)
82447,43930,"Tomorrow, When the War Began (2010)"
82449,46660,I Love You Too (2010)
82452,170986,Frozen (2007)
82454,96366,Days of Glory (1944)
82459,44264,True Grit (2010)
82461,20526,Tron: Legacy (2010)
82463,44009,Another Year (2010)
82465,49684,It's Alive III: Island of the Alive (1987)
82467,104720,Forever Amber (1947)
82469,111470,Billy the Kid (1941)
82476,43318,Interrupted Melody (1955)
82491,322799,Cooperstown (1993)
82499,42888,How Do You Know (2010)
82525,130623,Nömadak TX (2006)
82527,46829,Barney's Version (2010)
82529,52445,Soo (Art of Revenge) (2007)
82531,84086,One Foot in Heaven (1941)
82534,44129,"Company Men, The (2010)"
82536,43855,"Mad Miss Manton, The (1938)"
82564,23108,"Last of the Mohicans, The (1936)"
82567,121006,Riffraff (1936)
82581,18029,Dying Breed (2008)
82584,62567,"Great Waltz, The (1938)"
82589,37080,Mother and Child (2009)
82591,30023,Adventures of Power (2008)
82593,50701,How to Seduce Difficult Women (2009)
82595,250810,Great Communist Bank Robbery (Marele jaf comunist) (2004)
82597,107592,"Catered Affair, The (1956)"
82602,83036,Titanic Town (1998)
82606,50673,Life in Flight (2008) 
82608,30548,Zerophilia (2005)
82631,26138,Duelist (Hyeongsa) (2005)
82633,40149,"Kuroneko (Black Cat from the Grove, The) (Yabu no naka no kuroneko) (1968)"
82635,10817,Glue (2006)
82638,31300,Under the Sun of Satan (Sous le soleil de Satan) (1987)
82641,54178,"One-Armed Swordsman, The (Dubei dao) (1967)"
82643,8464,Top of the Food Chain (a.k.a. Invasion!) (1999)
82667,49797,I Saw the Devil (Akmareul boatda) (2010)
82669,39988,"Night Train Murders (Last Stop on the Night Train) (Ultimo treno della notte, L') (1975)"
82671,481,7 Virgins (7 vírgenes) (2005)
82673,36115,Unmade Beds (2009)
82676,31283,Hannie Caulder (1971)
82678,4266,"Breach, The (Rupture, La) (1970)"
82680,111390,Stars in My Crown (1950)
82682,32609,Mickey One (1965)
82684,46788,Trash Humpers (2009)
82698,40649,Demonic Toys (1992)
82701,10018,Life Is All You Get (Das Leben ist eine Baustelle.) (1997)
82703,52587,We Are The Night (Wir sind die Nacht) (2010)
82705,48203,"Desert of the Tartars, The (Deserto dei Tartari, Il) (1976)"
82711,25908,Valley of the Bees (Údolí vcel) (1968)
82713,117042,"Devil's Trap, The (Dáblova past) (1962)"
82715,238362,Morsian yllättää (1941)
82722,15740,"Sarah, Plain and Tall (1991)"
82726,173288,Black Sheep (Schwarze Schafe) (2006)
82732,35958,New York Confidential (1955)
82739,13246,"Garfield Christmas Special, A (1987)"
82744,41283,Faster (2010)
82747,42984,"Insect Woman, The (Nippon konchûki) (1963)"
82749,31104,Pigs and Battleships (Hogs and Warships) (The Flesh Is Hot) (Buta to gunkan) (1961)
82753,81219,Life As a Fatal Sexually Transmitted Disease (Zycie jako smiertelna choroba przenoszona droga plciowa) (2000)
82759,27072,On the Silver Globe (Na srebrnym globie) (1988)
82765,35138,Little Big Soldier (Da bing xiao jiang) (2010)
82767,27585,Rabbit Hole (2010)
82770,48204,Nights and Weekends (2008)
82772,62337,Hotte in Paradise (Hotte im Paradies) (2003)
82834,53156,Elena and Her Men (Paris Does Strange Things) (Elena et les hommes) (1956)
82836,84827,"Life of Reilly, The (2006)"
82840,25434,"Home Song Stories, The (2007)"
82842,54812,"Lottery, The (2010)"
82848,23282,One Week (1920)
82850,38705,Convict 13 (1920)
82852,39451,Little Fockers (2010)
82854,38745,Gulliver's Travels (2010)
82857,50071,Sweetgrass (2009)
82877,28025,Moonlight Serenade (2009)
82902,107548,Chori Chori Chupke Chupke (2001)
82904,1361,"Return of the King, The (1980)"
82906,39839,Baghban (2003)
82909,102091,Take the High Ground! (1953)
82911,112674,"Cowboy and the Lady, The (1938)"
82915,10097,"Tiger's Tail, The (2006)"
82917,78320,Blood and Concrete (Blood & Concrete: A Love Story) (1991)
82920,51143,Thirst (a.k.a. Three Strange Loves) (Törst) (1949)
82926,48748,Klown: The Movie (Klovn) (2010)
82928,52208,Nude Nuns with Big Guns (2010)
82931,56812,"Last Circus, The (Balada triste de trompeta) (Sad Trumpet Ballad, A) (2010)"
82934,34576,"Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers, The (2009)"
82976,51357,"Scarecrow, The (1920)"
82978,51358,Neighbors (1920)
82980,20495,Mujhse Shaadi Karogi (2004)
82982,80054,Primrose Path (1940)
82984,161512,Mission to Moscow (1943)
82991,56448,Stalin (1992)
83004,42323,Tere Bin Laden (2010)
83006,56320,"Scientist, The (2010)"
83034,104394,Death of a Salesman (1951)
83038,19887,Disco Dancer (1983)
83049,82549,Toothless (1997)
83051,196235,Steam (2007)
83056,54430,Topper Takes a Trip (1938)
83059,46207,White Material (2009)
83067,33107,And Soon the Darkness (2010)
83071,48127,"North Star, The (1943)"
83082,33870,Mao's Last Dancer (2009)
83086,42297,Burlesque (2010)
83089,82622,Violet Tendencies (2010)
83096,51359,"Haunted House, The (1921)"
83115,37866,"Polar Bear King, The (Kvitebjørn Kong Valemon) (1991)"
83132,51739,"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)"
83134,46838,Tucker & Dale vs Evil (2010)
83138,38409,Erasing David (2010)
83158,32407,Malice in Wonderland (2009)
83163,38054,Princess Aurora (Orora gongju) (2005)
83177,41515,Yogi Bear (2010)
83180,50420,Countdown to Zero (2010)
83182,21136,Funky Forest: The First Contact (2005)
83184,31850,Breathless (Ddongpari) (2009)
83186,61943,"Django, Kill... If You Live, Shoot! (Se sei vivo spara) (1967)"
83189,35392,Merrill's Marauders (1962)
83193,20531,Early Spring (Soshun) (1956)
83219,15302,"Pixar Story, The (2007)"
83222,31694,Trouble in Mind (1985)
83225,163659,Cochochi (2007)
83227,39967,L.627 (1992)
83232,37533,White Wedding (Noce blanche) (1989)
83241,23508,Embodiment of Evil (Encarnação do Demônio) (2008)
83244,18381,"It's Not Me, I Swear! (C'est pas moi, je le jure!) (2008)"
83246,6474,Navajo Joe (1966)
83248,30914,This Night I'll Possess Your Corpse (Esta Noite Encarnarei no Teu Cadáver) (1967)
83250,56787,Bad Ronald (1974)
83256,64212,"State Witness, The (Swiadek koronny) (2007)"
83258,8995,C(r)ook (Basta - Rotwein Oder Totsein) (2004)
83260,7210,Hardcover (2008)
83264,52696,Band Baaja Baaraat (2010)
83266,16987,Kaho Naa... Pyaar Hai (2000)
83270,46138,Made in Dagenham (2010)
83273,247112,Smoke on the Potato Fields (Dým bramborové nate) (1977)
83275,247124,Mág (1988)
83277,61212,Last Days of Mussolini (Mussolini: Ultimo atto) (1974)
83279,185720,Samoure (2005)
83281,72413,"Family Jewels, The (Eierdiebe) (2003)"
83291,14639,"Order of Myths, The (2008)"
83293,46689,Waste Land (2010)
83295,54660,Paternity (1981)
83300,49041,Christmas at Pee Wee's Playhouse (a.k.a. Pee-Wee's Playhouse Christmas Special) (1988)
83302,23830,Last Night (2010)
83308,55584,Asphalt (1929)
83310,89126,Harlan: In the Shadow of Jew Suess (Harlan - Im Schatten von Jud Süss) (2006)
83316,42243,"Bingo Long Traveling All-Stars & Motor Kings, The (1976)"
83318,51360,"Goat, The (1921)"
83320,27470,Skidoo (1968)
83322,50704,"Boat, The (1921)"
83324,15548,Cirque du Soleil: Dralion (2001)
83326,15552,Cirque du Soleil: Varekai (2003)
83330,46827,Rasputin (1996)
83332,53079,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?) (2010)
83334,22007,Train  (2008)
83337,26277,Mujhse Dosti Karoge! (2002)
83339,165402,Main Prem Ki Diwani Hoon (2003)
83343,102144,Mister 880 (1950)
83345,56402,"Bread, Love and Dreams (Pane, amore e fantasia) (1953)"
83349,40805,"Green Hornet, The (2011)"
83351,49616,The Miracle of Our Lady of Fatima (1952)
83357,124058,A Gathering of Eagles (1963)
83359,51362,"Play House, The (1921)"
83361,25770,"Paleface, The (1922)"
83369,49009,"Way Back, The (2010)"
83374,46528,"Warrior's Way, The (2010)"
83376,84274,Disraeli (1929)
83381,64605,Seven Thieves (1960)
83385,51933,Handsome Harry (2009)
83389,198317,Jacques Brel Is Alive and Well and Living in Paris (1975)
83411,38742,Cops (1922)
83415,42138,Agony (a.k.a. Rasputin) (Agoniya) (1981)
83417,25482,Canciones de amor en Lolita's Club (2007)
83424,14070,Ghajini (2008)
83435,37086,"Hatful of Rain, A (1957)"
83437,38023,"Young in Heart, The (1938)"
83439,108869,Toys in the Attic (1963)
83446,43781,Orchestra Wives (1942)
83448,2325,Attack on Leningrad (2009)
83450,50618,Brest Fortress (Brestskaya krepost) (2010)
83457,46387,Hum Aapke Hain Koun...! (1994)
83464,54723,Only Two Can Play (1962)
83468,23019,Chinaman (Kinamand) (2005)
83478,43209,Ong-Bak 3: The Final Battle (Ong Bak 3) (2010)
83480,23047,Season of the Witch (2011)
83506,198391,Ricky Gervais Live 4: Science (2010)
83525,45284,Outrage (Autoreiji) (2010)
83527,46820,Madeinusa (2006)
83529,79118,Hamsun (1996)
83531,62570,"Two of Us, The (Le vieil homme et l'enfant) (1967)"
83533,162234,Lola and Billy the Kid (Lola + Bilidikid) (1999)
83535,42001,"Princess and the Goblin, The (1992)"
83538,63892,"Léon Morin, Priest (Léon Morin, prêtre) (1961)"
83540,40650,"Silence of the Sea, The (Le silence de la mer) (1949)"
83556,17605,Stella (2008)
83558,53267,On the Occasion of Remembering the Turning Gate (Saenghwalui balgyeon) (2002)
83560,122019,Macario (1960)
83562,58777,Will It Snow For Christmas? (Y'aura-t-il de la neige à Noël?) (1996)
83569,78117,Eros Plus Massacre (Erosu purasu Gyakusatsu) (1969)
83575,36241,"Muertos, Los (2004)"
83577,75363,"Spy in Black, The (1939)"
83579,57019,Sin Retorno (2010)
83581,84903,"Marrying Kind, The (1952)"
83583,25051,Distance (2001)
83585,23174,It's Alive (2008)
83588,4798,"I Love You, I Love You (Je t'aime je t'aime) (1968)"
83590,74924,Zotz! (1962)
83592,105448,"Letter, The (La lettre) (1999)"
83601,43950,Amer (2009)
83603,90272,Fern flowers (Fleur de fougère) (1949)
83605,21198,Saint Ange (House of Voices) (2004)
83607,132332,Manon (1949)
83611,54779,Clonehunter (2009)
83613,49849,Cowboys & Aliens (2011)
83616,392067,"Real McCoy, The (1999)"
83619,49073,Just Like Me (Igualita a Mi) (2010)
83652,1543,Emma's Bliss (Emmas Glück) (2006)
83654,8951,Don't Think About It (Non Pensarci) (2007)
83658,223613,Jackpot 2 (1982)
83660,44000,Trog (1970)
83662,207999,Spring Fever (1927)
83664,93072,Riot on Sunset Strip (1967)
83666,69313,Gitarrmongot (2004)
83668,60708,Southern District (Zona Sur) (2009)
83671,15993,Gen 13 (a.k.a. Gen13: The Animated Movie) (1999)
83756,57256,Facing the Truth (At kende sandheden) (2002)
83758,57448,"Amour fou, L' (2010)"
83760,29670,V2: Dead Angel (Vares 2 - Jäätynyt Enkeli) (2007)
83763,38830,My Wife's Relations (1922)
83765,37360,"Blacksmith, The (1922)"
83767,99372,"Naked Edge, The (1961)"
83773,24403,Away with Words (San tiao ren) (1999)
83777,31654,"Strongest Man in the World, The (1975)"
83789,25259,Siete minutos (Seven Minutes) (2009)
83791,18562,Gung Ho! (Gung Ho!: The Story of Carlson's Makin Island Raiders) (1943)
83796,14556,Anything for Her (Pour elle) (2008)
83798,35052,Cracks (2009)
83801,58772,"Film Unfinished, A (Shtikat Haarchion) (2010)"
83803,40619,Day & Night (2010)
83807,20332,"Russell Peters: Red, White and Brown (2008)"
83809,23077,Russell Peters: Outsourced (2006)
83819,90968,Plymouth Adventure (1952)
83821,94608,"Happy Ending, The (1969)"
83823,88376,Visit to a Small Planet (1960)
83825,43501,Kismet (1944)
83827,52013,Marwencol (2010)
83829,46787,Scorpio Rising (1964)
83831,92399,"Story of Dr. Wassell, The (1944)"
83833,28391,Street Angel (1928)
83835,51364,"Frozen North, The (1922)"
83837,51366,"Electric House, The (1922)"
83842,111239,"Edge, The (Kray) (2010)"
83897,43653,"Living Wake, The (2007)"
83910,44564,"Dilemma, The (2011)"
83912,55061,Frankie and Alice (2010)
83916,25862,Blues in the Night (1941)
83918,112284,"Gorgeous Hussy, The (1936)"
83920,107774,Pete 'n' Tillie (1972)
83923,10854,Wicked Little Things (2006)
83927,119094,Lucky Jordan (1942)
83956,33146,Om Jai Jagadish (2002)
83962,38787,Daydreams (1922)
83969,43810,Down Argentine Way (1940)
83972,42175,"Europeans, The (1979)"
83974,18703,My Dear Secretary (1948)
83976,63578,"Trip, The (2010)"
83978,48471,Walt & El Grupo (2008)
83986,15316,Good Time Max (2007)
84015,47610,Gravity (Schwerkraft) (2009)
84017,48752,2012: Time for Change (2010)
84019,47055,Cool It (2010)
84047,1244,Eight Miles High (Das wilde Leben) (2007)
84090,25695,Treeless Mountain (2008)
84092,39557,Decision at Sundown (1957)
84094,32319,Beware of a Holy Whore (Warnung vor einer heiligen Nutte) (1971)
84096,34025,Kisses (2008)
84098,76229,Phone Call from a Stranger (1952)
84100,25664,Throw Down (Yau doh lung fu bong) (2004)
84103,61783,Congorama (2006)
84111,42722,"Nun, The (La religieuse) (1966)"
84114,43936,"S21: The Khmer Rouge Death Machine (S-21, la machine de mort Khmère rouge) (2003)"
84116,47909,Poetry (Shi) (2010)
84118,12811,Birdwatchers (BirdWatchers - La terra degli uomini rossi) (2008)
84120,58937,Wittgenstein (1993)
84122,31903,History Is Made at Night (1937)
84125,105067,Monte Carlo (1930)
84128,55151,"Tuesday, After Christmas (Marti, dupa craciun) (2010)"
84131,68757,City of Pirates (La ville des pirates) (1983) 
84133,39993,Short Night of the Glass Dolls (La corta notte delle bambole di vetro) (1971)
84137,45202,"Housemaid, The (Hanyo) (2010)"
84148,48481,Five (1951)
84150,22985,"Prowler, The (1951)"
84152,51876,Limitless (2011)
84154,58261,Transcendent Man (2009)
84156,89704,Happy People: A Year in the Taiga (2010)
84158,120357,Craig's Wife (1936)
84160,52461,Wishful Drinking (2010)
84162,51873,"One and Only, The (2002)"
84164,471,Brute (Bandyta) (1998)
84173,13652,Ca$h (2008)
84176,27522,Waxworks (Das Wachsfigurenkabinett) (1924)
84178,8417,Jew Süss (Jud Süß) (1940)
84181,44963,Shogun's Ninja (Ninja bugeicho momochi sandayu) (1980)
84183,74289,Makai Tensho: Samurai Reincarnation (Makai tenshô) (1981)
84187,22843,Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009)
84189,43947,I Spit on Your Grave (2010)
84192,60213,Corto Maltese: Ballad of the Salt Sea (Corto Maltese - La ballade de la mer salée) (2003)
84223,34013,Mademoiselle Chambon (2009)
84226,62495,First Love (Primo Amore) (2004)
84228,42411,"Girl by the Lake, The (La ragazza del lago) (2007)"
84230,45807,"Balloonatic, The (1923)"
84232,51367,"Love Nest, The (1923)"
84234,55165,Simple Simon (I rymden finns inga känslor) (2010)
84236,34767,"White Stripes Under Great White Northern Lights, The (2009)"
84238,21982,Aankhen (2002)
84240,53596,Even the Rain (También la lluvia) (2010)
84242,31007,Welcome to the Rileys (2010)
84246,52844,It Happened on Fifth Avenue (1947)
84248,51092,"Organizer, The (I compagni) (1963)"
84250,26530,Christmas Holiday (1944)
84252,43017,Back Street (1961)
84258,113757,Up in Arms (1944)
84260,32612,"Traveler, The (2010)"
84262,38033,Chain Letter (2009)
84273,54293,Zeitgeist: Moving Forward (2011)
84276,47330,"Stewart Lee: If You Prefer a Milder Comedian, Please Ask for One (2010)"
84279,117258,Look What's Happened to Rosemary's Baby (a.k.a. Rosemary's Baby II) (1976)
84281,293946,"Great Stone Face, The (1968)"
84283,56745,Speed & Angels (2008)
84291,133119,Torch Song (1953)
84293,122884,Of Human Hearts (1938)
84296,33039,Princess O'Rourke (1943)
84298,114083,Trial (1955)
84300,70635,"Whisperers, The (1967)"
84302,139851,And Now My Love (Toute une vie) (1974)
84304,62976,What Women Want (a.k.a. I Know a Woman's Heart) (2011)
84312,12536,Home Alone 4 (2002)
84329,34192,"Code Conspiracy, The (2002)"
84334,131781,"Rich, Young and Pretty (1951)"
84366,45485,I Knew It Was You: Rediscovering John Cazale (2009)
84372,39695,"Rains of Ranchipur, The (1955)"
84374,41630,No Strings Attached (2011)
84387,36939,Boogie Woogie (2009)
84392,50348,"Lincoln Lawyer, The (2011)"
84395,48171,"Rite, The (2011)"
84407,43920,Dog Pound (2010)
84414,56590,All-Star Superman (2011)
84436,91958,Less is More (Menos es más) (2000)
84442,79785,Dark Forces (Harlequin) (1980)
84444,50779,And Everything Is Going Fine (2010)
84446,44411,Eccentricities of a Blonde-haired Girl (Singularidades de uma Rapariga Loura) (2009)
84448,71732,The Law of the Weakest (2006)
84450,85550,Tale of Cinema (Geuk jang jeon) (2005)
84453,116751,"Little Thief, The (Le petit voleur) (1999)"
84455,72852,Hadewijch (2009)
84467,48954,High and Dry (1954)
84469,32122,"Devil's Playground, The (1976)"
84471,93553,Mysterious Object at Noon (Dokfa nai meuman) (2000)
84473,16031,Little Soldier (Lille soldat) (2008)
84475,43046,"Rise and Fall of Legs Diamond, The (1960)"
84477,86267,"Day a Pig Fell Into the Well, The (Daijiga umule pajinnal) (1996)"
84479,84207,Remember My Name (1978)
84481,53701,Who's Camus Anyway? (Kamyu nante shiranai) (2005)
84483,126104,"Magic Gloves, The (Los guantes mágicos) (2003)"
84485,28023,Riot in Cell Block 11 (1954)
84496,104364,Nickelodeon (1976)
84498,78353,Lucky Lady (1975)
84500,79731,Seventh Horse of the Sun  (Suraj Ka Satvan Ghoda) (1993)
84502,103425,"World According to Sesame Street, The (2006)"
84504,50900,Raja (2003)
84506,51276,Silent Souls (Ovsyanki) (2010)
84508,74074,The Raid (1954)
84510,35831,Belphecor: Curse of the Mummy (Belphégor - Le fantôme du Louvre) (2001)
84512,120843,Girls About Town (1931)
84523,39029,Kill! (Kiru) (1968)
84525,55662,Virus X (2010)
84529,13746,Thirty-Five Something (Tout pour plaire) (2005)
84532,44944,Tyler Perry's For Colored Girls (2010)
84534,8418,Kolberg (1945)
84538,65898,"Suspended Vocation, The (La vocation suspendue) (1978)"
84540,288183,"Hole in the Soul, A (Rupa u dusi) (1994)"
84551,102527,44500 Max (2009)
84553,148432,Pekka ja Pätkä salapoliiseina (1957)
84555,204040,Slave Ship (1937)
84557,50217,From Prada to Nada (2011)
84559,80988,Young Aphrodites (Mikres Afrodites) (1963)
84563,24868,Offspring (2009) 
84565,47578,Legend of the Eight Samurai (Satomi hakken-den) (1983)
84570,45272,Country Strong (2010)
84601,48138,Unknown (2011)
84613,48340,Sanctum (2011)
84615,52067,Cedar Rapids (2011)
84619,22484,Tongan Ninja (2002)
84621,46441,Mirrors 2 (2010)
84637,45772,Gnomeo & Juliet (2011)
84639,46260,Saps at Sea (1940)
84641,84295,Skippy (1931)
84643,43825,Allegheny Uprising (1939)
84646,91419,All the Brothers Were Valiant (1953)
84648,119183,Ulysses (1967)
84660,195651,"Misadventures of Margaret, The (1998)"
84663,11788,Elizabeth I (2005)
84665,82792,Pepe (1960)
84667,54635,When Ladies Meet (1941)
84669,81687,Lloyds of London (1936)
84671,79180,Libel (1959)
84680,109887,My Foolish Heart (1949)
84686,84296,Trader Horn (1931)
84689,150712,They Gave Him A Gun (1937)
84691,31324,Rage in Heaven (1941)
84696,50204,Burke and Hare (2010)
84714,53045,Hands of the Ripper (1971)
84716,18438,Castaway on the Moon (Kimssi pyoryugi) (2009)
84730,30432,Army of Crime (L'armée du crime) (2009)
84732,43552,Vanishing on 7th Street (2010)
84734,85886,Old Man Made in Spain (Abuelo made in Spain) (1969)
84736,87906,Tuareg: The Desert Warrior (Tuareg - Il guerriero del deserto) (1984)
84738,17240,Slaughter (2009)
84740,39959,Open House (2010) 
84764,56259,Werewolves on Wheels (1971)
84766,114246,Fantasma (2006)
84768,140527,Glitterbug (1994)
84770,45274,Client 9: The Rise and Fall of Eliot Spitzer (2010)
84772,39513,Paul (2011)
84775,46789,Submarino (2010)
84777,30901,All the Colors of the Dark (1972)
84779,15576,Inspector Bellamy (Bellamy) (2009)
84781,49844,"Notorious Landlady, The (1962)"
84792,81217,Szamanka (1996)
84794,54506,What Is It? (2005)
84796,32520,"8 Diagram Pole Fighter, The (a.k.a. Invincible Pole Fighter) (Wu Lang ba gua gun) (1984)"
84799,37618,"Asphyx, The (1973)"
84801,12471,Sut (Milk) (2008)
84805,36883,Midnight Movies: From the Margin to the Mainstream (2005)
84807,51971,Hideaway (2009)
84829,64441,Three Crowns of the Sailor (Les trois couronnes du matelot) (1983)
84832,31987,Don Quixote (Don Quijote de Orson Welles) (1992)
84834,14538,Three Kingdoms: Resurrection of the Dragon (Saam gwok dzi gin lung se gap) (2008)
84836,92332,"Spiders, Part 2: The Diamond Ship, The (Die Spinnen, 2. Teil - Das Brillantenschiff) (1920)"
84838,174958,Harakiri (1919)
84844,20993,Brother 2 (Brat 2) (2000)
84847,183894,Emma (2009)
84852,98078,Judith of Bethulia (1914)
84855,33997,Desert Flower (2009)
84857,14525,Adrift in Tokyo (Tenten) (2007)
84859,48118,"Cold Light of Day, The (1996)"
84863,43088,Spider Lilies (Ci qing) (2007)
84866,36505,On Earth as It Is in Heaven (Así en el cielo como en la tierra) (1995)
84869,119965,In the Midst of Life (Au coeur de la vie) (1963)
84871,4704,At Long Last Love (1975)
84876,83013,Bungee Jumping of Their Own (Beonjijeompeureul hada) (2001)
84880,42171,"Infidel, The (2010)"
84884,878,"Feuerzangenbowle, Die (1944)"
84890,57424,Incantato (Il cuore altrove) (2003)
84894,35001,Run of the Arrow (1957)
84942,47327,Drive Angry (2011)
84944,44896,Rango (2011)
84948,37380,Thunder Bay (1953)
84950,50725,Take Me Home Tonight (2011)
84952,54186,Confessions (Kokuhaku) (2010)
84954,38050,"Adjustment Bureau, The (2011)"
84957,113885,"Tempest, The (2010)"
84961,56930,Tycoon (1947)
84963,43526,Journey for Margaret (1942)
84972,31890,God on Trial (2008)
84976,52555,Chronicle of the Years of Fire (Chronique des années de braise) (1975)
84978,131836,"Long Absence, The (Une aussi longue absence) (1961)"
84980,58764,Lapland Odyssey (Napapiirin sankarit) (2010)
84983,55238,Edge of Darkness (1943)
84985,33228,"Magus, The (1968)"
84987,42482,Elvis on Tour (1972)
84989,91459,Italianamerican (1974)
